created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_urls,user_verified
Sun Jul 04 01:04:17 +0000 2021,,,,0,1411491016197263361,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/wikuphobic/status/1411491016197263361,Wed Jul 27 13:38:17 +0000 2016,758295444875251712,false,🤠 Otsukare i do przodu 🤠małe skaleczenie wielka stara (she/her),116791,513,1480,9,,wikuu⁷🍵,wikuphobic,45712,,false
Sat Jul 03 22:32:42 +0000 2021,,,,0,1411452869476237312,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/Yukisu15/status/1411452869476237312,Thu Mar 12 15:24:47 +0000 2020,1238123755454509058,false,"💀; 07.12.2022
people and kids hate account.


she/her",51978,186,598,0,"Wielkopolskie, Polska",SzmatyZaKraty,Yukisu15,20883,,false
Sat Jul 03 22:26:03 +0000 2021,,,,0,1411451198687821824,hyunblved,1411437624150171653,1259774614995193900,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jiminxult Taaak wtedy jest taki klimat,https://twitter.com/channie00idk/status/1411451198687821824,Sat Jun 05 18:07:24 +0000 2021,1401239193565675523,false,zawodowo simpuje do Leny,13470,662,815,9,she/her,Alex PRZENOSZĘ SIĘ,channie00idk,8788,,false
Sat Jul 03 22:49:25 +0000 2021,,,,0,1411457076010930180,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/sunmaery/status/1411457076010930180,Thu Nov 19 15:12:24 +0000 2020,1329442373169016835,false,teraz jestem nudna i narzekam na życie,21312,400,190,8,pl/eng,sunmaery,sunmaery,3902,,false
Sat Jul 03 22:32:17 +0000 2021,,,,0,1411452764639707138,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/baekhyunnie04__/status/1411452764639707138,Thu Feb 28 18:47:15 +0000 2013,1228136592,false,"Jeśli się tak stanie, że mnie zdradzisz i odkryję To przysięgam, że znajdę kurwa mać cię i zabiję",22457,193,515,0,Yilling,twojastarapralka,baekhyunnie04__,9806,,false
Sun Jul 04 02:50:13 +0000 2021,,,,1,1411517677416423427,Michal007l,1411446227087069185,1382825532379762700,pl,"Żywiec, Polska",,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Michal007l Nie, surowszy klimat, późniejsza wegetacja.",https://twitter.com/KrocpokZboj/status/1411517677416423427,Thu Jun 11 17:02:41 +0000 2015,3319251839,false,"Zawsze wysoko mierzyłek , niek haj wysoko skońcym , Haj ! https://t.co/O1RKGAMyjX",166291,10580,3143,27,🇵🇱🏞BeskidŻywiecki🏞🇵🇱,Kroćpok Zbój ® Pracownia. Rzem. Artystycznych.🇵🇱,KrocpokZboj,111005,https://www.krocpokzboj.art,false
Sat Jul 03 22:48:48 +0000 2021,,,,0,1411456921203318785,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/horajzyn_/status/1411456921203318785,Mon Aug 10 12:40:23 +0000 2015,3412607159,false,"blachara with a TASTE.                                 
         credit headera: seb mckinnon",41636,1362,340,0,,𝔳 𝔳 𝔦 𝔱 𝔠 𝔥,horajzyn_,17830,https://www.instagram.com/ksiezycowa.baba/,false
Sat Jul 03 22:41:26 +0000 2021,,,,0,1411455066343608322,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/abatardir/status/1411455066343608322,Sun Mar 12 14:36:41 +0000 2017,840934577665368066,false,,43944,45,137,0,he / him,m',abatardir,4117,,false
Sat Jul 03 22:31:10 +0000 2021,,,,0,1411452483688353797,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/louisvmybae/status/1411452483688353797,Mon Jul 04 16:10:00 +0000 2016,749998704925536260,false,hopeless romantic but also realistic,15884,131,494,0,,vick,louisvmybae,15353,,false
Sat Jul 03 22:47:32 +0000 2021,,,,0,1411456605279883264,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/rmcuttingonions/status/1411456605279883264,Wed Jan 24 06:28:02 +0000 2018,956050942843080706,false,"♥ them00ngirl ♥ 𝒟𝒶𝓃, 𝓁𝑜𝓋𝑒𝓁𝓎 𝒶𝓃𝑔𝑒𝓁 ♥ 이승기 ♡ 动物世界 ♡ 싫은데, 내가 왜? 얼마줄건데 ♡ 최우식 @avirek1 ♡ valorant ♡ liga legend ♡",178559,1004,1837,14,Night In Paradise,선물⁰⁷² don't care ˢʷᵃᵍ 𓆩✧𓆪,rmcuttingonions,104873,https://youtu.be/F69_yzzCKpA,false
Sat Jul 03 22:14:18 +0000 2021,,,,1,1411448238822014977,grafzero2,1411447196302692355,2647257650,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@grafzero2 Nie dla piłkarzy i kibiców:) 
Poza tym euro w jednym kraju ma swój niepowtarzalny klimat",https://twitter.com/Szarlotttta/status/1411448238822014977,Tue Mar 05 21:57:09 +0000 2019,1103051850167865344,false,"Nie bój się, matko: imię to nie zginie, póki w nas ogień i krew twoja płynie",41190,3082,3412,16,,Lottie🇵🇱🐾🍂🎶,Szarlotttta,46137,https://www.facebook.com/Kulturalnie-na-tak-100742378393034/,false
Sun Jul 04 03:58:16 +0000 2021,Polska pogoda klimat temperatura,https://twitter.com/PogodaMeteo/status/1411534801341980672/photo/1,,0,1411534801341980672,,,,pl,,false,,0,,,"<a href=""https://meteomodel.pl"" rel=""nofollow"">PolClim</a>",AutoTweet: Miesięczna anomalia temperatury powietrza w #Polska do 2021-07-03 (nowy okres referencyjny 1991-2020) Źródło: @IMGWmeteo / Ogimet. #pogoda #klimat #temperatura https://t.co/mF0Cu4ivaC,https://twitter.com/PogodaMeteo/status/1411534801341980672,Thu Jul 27 06:30:20 +0000 2017,890459317694025729,false,"Pogoda i Klimat #pogoda #klimat #gfs #blog
Uwaga - moje opinie są prywatne, nie muszą odzwierciedlać stanowiska IMGW-PIB.",11839,6798,364,49,Polska,Meteomodel ❄️ ❄️ ❄️,PogodaMeteo,70608,https://meteomodel.pl/,false
Sat Jul 03 22:41:24 +0000 2021,,,,0,1411455060043837440,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/_mylittlelucky_/status/1411455060043837440,Thu May 02 14:06:55 +0000 2019,1123952008636112896,false,"'If I dreaming, baby, please don't wake me up' ✨💙",41923,77,732,1,world,traveller 💙🌍 |,_mylittlelucky_,1941,,false
Sun Jul 04 05:17:37 +0000 2021,pogoda klimat poltemp śnieg,https://twitter.com/PogodaMeteo/status/1411554769525686272/photo/1,,0,1411554769525686272,,,,pl,,false,,0,,,"<a href=""https://meteomodel.pl"" rel=""nofollow"">PolClim</a>",AutoTweet: Sprawdzalność prognozy anomalii temperatury dobowej wg modelu DWD-ICON sprzed 7 dni (różnica Tprognozowana-Trzeczywista). #pogoda #klimat #poltemp #śnieg https://t.co/cXcNUNsL9I,https://twitter.com/PogodaMeteo/status/1411554769525686272,Thu Jul 27 06:30:20 +0000 2017,890459317694025729,false,"Pogoda i Klimat #pogoda #klimat #gfs #blog
Uwaga - moje opinie są prywatne, nie muszą odzwierciedlać stanowiska IMGW-PIB.",11839,6798,364,49,Polska,Meteomodel ❄️ ❄️ ❄️,PogodaMeteo,70608,https://meteomodel.pl/,false
Sun Jul 04 03:45:07 +0000 2021,,,https://www.facebook.com/NaukaGlupcze/posts/2235162333287556,0,1411531493269254144,,,,pl,,false,,11,1411301685050458112,EkoWiosna,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Czy ptaki wędrowne 🐤pomogą roślinom ""uciec"" przed ociepleniem?
Więcej informacji:
                 👇
https://t.co/LIk8cpnCGU
                  🐤
#ptaki #klimat #ocieplenie #bioróżnorodność https://t.co/b19wcxECWw",https://twitter.com/AsserElsharkawy/status/1411531493269254144,Sun Sep 18 04:56:37 +0000 2011,375454600,false,dr,20439,251,1961,0,"El Daqahlia, Egypt",asser elsharkawy,AsserElsharkawy,14527,,false
Sat Jul 03 23:15:02 +0000 2021,,,,0,1411463525172760578,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/Ihnf18/status/1411463525172760578,Fri Nov 27 09:25:56 +0000 2020,1332254235170381824,false,"You’ll paint a smile every day but every night, you’ll pray for help #pizgaczhell #grzech #oblicze",28929,920,755,11,Come with Me,𝕳𝖊𝖆𝖗𝖙𝖔𝖋𝖘𝖙𝖔𝖓𝖊,Ihnf18,18734,https://www.wattpad.com/user/Ihnf18,false
Sat Jul 03 20:23:22 +0000 2021,,,,0,1411420323036205062,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/_kachacha_/status/1411420323036205062,Thu Oct 24 17:34:51 +0000 2019,1187422179018842112,false,"🦋ᴍʏ ʜᴇᴀʀᴛ ɪs ʙʀᴏᴋᴇ ʙᴜᴛ ɪ ʜᴀᴠᴇ sᴏᴍᴇ ɢʟᴜᴇ.🦋

     𝙨𝙝𝙚/𝙝𝙚𝙧",27412,1017,1015,16,🥀,ᴋᴀᴛᴇ ²⁸🥀| 𝓱𝓪𝓻𝓻𝔂'𝓼 𝓰𝓲𝓻𝓵,_kachacha_,17954,,false
Sat Jul 03 21:56:12 +0000 2021,,,,0,1411443685032595466,,,,pl,,,,142,1411193596347310089,tomaawroblewski,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kalifornia kroliczkiem katastrofy klimatyzmu. Nawet Bloomberg przyznaje, że szaleńczy pęd do zielonej energii doprowadził do masowych wylączeń i awarii Klimatyści swoje, że to klimat,  ale jakoś dziwnie klimat nie powoduje wylączeń w sąsiednich stanach. https://t.co/fcQgFatabz",https://twitter.com/Magdaiks/status/1411443685032595466,Wed Aug 26 11:01:03 +0000 2009,68951349,false,Bardziej na prawo ode mnie jest już tylko ściana.,398856,702,593,4,"Toruń, Polska",magda,Magdaiks,229474,,false
Sat Jul 03 20:23:24 +0000 2021,,,,0,1411420329390624777,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/Dominik25312909/status/1411420329390624777,Sat Apr 18 15:47:49 +0000 2020,1251537794029309956,false,,9736,50,102,0,,Dominik K,Dominik25312909,4850,,false
Sat Jul 03 21:30:36 +0000 2021,meskiegranie,,https://youtu.be/ZTYSAl9Npqw,1,1411437243424722948,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ale ta muzyka płynie wow! Kompletnie inny hymn Męskiego Grania, ale po wielu przesłuchaniach wchodzę coraz bardziej w klimat tej nutki :)
#meskiegranie
https://t.co/IAzWetNnxu",https://twitter.com/SebSt7/status/1411437243424722948,Sun Jun 08 16:47:15 +0000 2014,2555120658,false,#ForzaRoma 🐺,25118,229,521,5,,Sébastien St,SebSt7,6338,,false
Sat Jul 03 20:18:09 +0000 2021,,,,0,1411419011695394823,,,,pl,,,,1,1411412977731899398,POlsztyn,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Taki klimat @EURO2020 tylko u nas 😍⚽️ Olsztyn, ul. Podwale https://t.co/Lc4OrxQ86J",https://twitter.com/zukowskimichal/status/1411419011695394823,Thu Jul 25 22:23:34 +0000 2013,1621396482,false,Tech Lawyer. CEO Innteo (https://t.co/9Qrfd38Lxy). Managing Partner Innteo Legal (https://t.co/vg0BmTFhA8). Shareholder https://t.co/gtuS3I33Vo. ChSB Stomil. VP PZPN Invest,17058,1165,624,5,,Żukowski,zukowskimichal,4350,http://www.innteolegal.com,false
Sat Jul 03 21:45:56 +0000 2021,,,,0,1411441102779994112,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/cloudless_19/status/1411441102779994112,Sat Aug 01 23:54:53 +0000 2020,1289711198871719938,false,i just can't fight this feeling,40047,62,413,0,she/her,m a r i 🖤,cloudless_19,14453,,false
Sat Jul 03 20:13:32 +0000 2021,,,,0,1411417849009160194,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/flicker_xxx/status/1411417849009160194,Tue Sep 29 19:37:50 +0000 2020,1311027384532033537,false,"#방찬 : i might not be perfect. you guys might not be perfect. but the connection between me and you guys, that’s perfect. and that’s all that matters",60550,1700,1746,10,she/her,☀️ (hiatus) mariee⁸ || 1 year with skz,flicker_xxx,44786,,false
Sat Jul 03 21:05:13 +0000 2021,,,,0,1411430853301919753,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/Cumcuberbitch/status/1411430853301919753,Thu Sep 07 19:19:23 +0000 2017,905873147781681157,false,"boo, you whore | @samotnyser ♡
she/her",46420,413,634,7,Domek Posejdona,chochoł | saw 5sos,Cumcuberbitch,11970,,false
Sat Jul 03 20:17:37 +0000 2021,,,,0,1411418876575895553,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/LadyBlueberry1/status/1411418876575895553,Wed Jan 30 17:46:42 +0000 2019,1090667632544673792,false,,9337,175,270,0,"Miami, FL",cinnamon roll 🍪,LadyBlueberry1,6250,,false
Sat Jul 03 22:05:04 +0000 2021,,,,0,1411445914347114502,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/reallycodyswife/status/1411445914347114502,Wed Aug 19 17:41:20 +0000 2015,3431732157,false,"leo ♌ 
21

🖤 30092015/22102017 - R5 🖤
28042022 - 5SOS 🖤
26102022 - TDE 🖤
09082023 - The Weeknd 🖤",137558,1554,941,11,she/her,🖤 Detektyw Menda 🖤,reallycodyswife,117656,,false
Sat Jul 03 20:12:25 +0000 2021,,,,0,1411417567403593734,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/mereneiden/status/1411417567403593734,Sun Nov 12 23:44:22 +0000 2017,929857430489632769,false,"#BANGCHAN : there's a lot of ways- just don't hurt yourself, #CHANGKYUN : let the haters bark | she/her | intp-t",58855,301,995,0,straykids|txt|therose|monstax,mer 🔪,mereneiden,42606,,false
Sat Jul 03 20:46:52 +0000 2021,,,,0,1411426238397300742,999nob0dy,1411005965428789252,1025502793153560600,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@harnaskrulgur @Balbunka aż poczułam klimat sydonii albo dożynek 🤧,https://twitter.com/vanilllia1/status/1411426238397300742,Fri Jul 22 08:39:35 +0000 2016,756408337747550208,false,21 | too many interests,37987,223,447,6,Mordor,ajlu,vanilllia1,12793,,false
Sat Jul 03 20:27:19 +0000 2021,,,,0,1411421316310261762,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/XxAgmaxX/status/1411421316310261762,Sat May 04 08:59:31 +0000 2019,1124599423642812417,false,jestem Agma she/her,49100,225,495,1,hell,Agmula,XxAgmaxX,22504,,false
Sat Jul 03 20:35:58 +0000 2021,,,,1,1411423492935979011,bfialek,1411308264793456640,1067900151329669100,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bfialek Pan tak na poważnie? Klimat to on swoją osobą zatruje.,https://twitter.com/adhd989/status/1411423492935979011,Fri Nov 30 11:39:32 +0000 2012,980291888,false,Czesia Kwoka. Polka. Była jednym z Dzieci Zamojszczyzny skierowanych do Auschwitz. Zamordowana przez bandytów Niemieckich zastrzykiem z fenolu w serce.,16352,3055,2919,0,Polska,Tomek Adhd 🇵🇱🇵🇱🇵🇱👍👏👊,adhd989,9470,,false
Sat Jul 03 20:44:30 +0000 2021,,,,0,1411425642122514433,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/irisvilaa/status/1411425642122514433,Fri Jan 01 20:34:28 +0000 2021,1345106004342697985,false,"↳ ✨ I'm headed to the stars, ready to go far                                                              ↳ they/them/she • 17 • INFJ • ☼︎pisces ☽︎aries ↑aries",29101,335,402,3,• pfp by Eisaki Kubonouchi,✦☾𓍼☾𓂅,irisvilaa,30510,https://www.instagram.com/p/CY9NP2soGqB/?utm_medium=copy_link,false
Sat Jul 03 21:17:45 +0000 2021,,,,0,1411434006680309766,,,,pl,,,,142,1411193596347310089,tomaawroblewski,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalifornia kroliczkiem katastrofy klimatyzmu. Nawet Bloomberg przyznaje, że szaleńczy pęd do zielonej energii doprowadził do masowych wylączeń i awarii Klimatyści swoje, że to klimat,  ale jakoś dziwnie klimat nie powoduje wylączeń w sąsiednich stanach. https://t.co/fcQgFatabz",https://twitter.com/wolvverinepld/status/1411434006680309766,Tue May 12 10:15:07 +0000 2015,3247577037,false,"""Nie zgadzam się z Twoimi poglądami, ale po kres moich dni będę bronił Twego prawa do ich głoszenia.""
Wolter (za Evelyn Beatrice Hall)
Patrz na dane źródłowe",94002,294,472,10,Internet,Wolvverine,wolvverinepld,60689,,false
Sat Jul 03 21:28:50 +0000 2021,,,,0,1411436796962029568,,,,pl,,,,142,1411193596347310089,tomaawroblewski,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kalifornia kroliczkiem katastrofy klimatyzmu. Nawet Bloomberg przyznaje, że szaleńczy pęd do zielonej energii doprowadził do masowych wylączeń i awarii Klimatyści swoje, że to klimat,  ale jakoś dziwnie klimat nie powoduje wylączeń w sąsiednich stanach. https://t.co/fcQgFatabz",https://twitter.com/IPPWarszawa/status/1411436796962029568,Sat Feb 03 16:33:07 +0000 2018,959827098893463553,false,Klub Idź Pod Prąd Warszawa #SupportPastorChojecki #FreeTaiwan 🇮🇱🇵🇱🇺🇸 #IPPTV #megakosciol #PolandStandsWithUSA #FreeHongKong #NieKupujeChinskiego,69695,730,652,2,"Warszawa, Polska",Klub Idź Pod Prąd Warszawa,IPPWarszawa,62752,,false
Sat Jul 03 21:38:22 +0000 2021,,,,1,1411439196489801728,Carmon_WoT,1411413820157972484,1314904056,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Carmon_WoT Oj taaaak! Ja już 10 lipca idę na koncercik do pubu, ahh w końcu wróci ta atmosfera, ci ludzie, ten klimat, ta zabawa",https://twitter.com/Michalecznyy/status/1411439196489801728,Thu Nov 03 20:25:15 +0000 2016,794274259057147904,false,"F1 RedBull, McLaren, Haas, Gasly fan
LoL Team ESCA Gaming / Victory Five fan

Pozdro!",47467,315,1076,0,"Lublin, Polska",Michał Michaleczny Rosiak,Michalecznyy,12964,,false
Sat Jul 03 20:26:05 +0000 2021,kryzysklimatyczny,,,0,1411421007206813697,,,,pl,,,,9,1411273519875465216,KLubnauer,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ciekawe, czy upały i pożary w chłodnej Kanadzie, przekonają niektórych, że trzeba chronić klimat?

#kryzysklimatyczny",https://twitter.com/pawelpomian/status/1411421007206813697,Thu May 07 19:17:51 +0000 2015,3240882573,false,członek zarządu @EkoUnia // @alarm_smogowyDS // @ZieloniWro @Zieloni // @RatujmyRzeki // PR manager // ekolog,11216,1117,1368,13,"Wrocław, Polska",Paweł Pomian,pawelpomian,8480,,false
Sat Jul 03 20:04:16 +0000 2021,,,,0,1411415517701840896,,,,pl,,,,395,1411005965428789252,999nob0dy,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Imagine pójść na pierwsza randkę z dziewczyna na jakiś wiejski festyn. Czujesz ten klimat? Dmuchane zamki, pełno emerytów, polskie hity lat 90, zapach wiejskiego gowna i najtańszy browar na łące",https://twitter.com/Geek_alien_/status/1411415517701840896,Fri Mar 18 19:11:11 +0000 2016,710906413585997824,false,"✨EAT THE RICH✨| BLM✊🏻✊🏼✊🏽✊🏾✊🏿| ☉♓↑♒☽♈|she/her, he/him, they/them",85933,422,740,0,,BI BITCH 🏳️‍🌈ACAB⚡ 💙💛,Geek_alien_,30434,https://linktr.ee/geek_alien,false
Sat Jul 03 20:06:51 +0000 2021,,,,0,1411416164207677443,,,,pl,,,,142,1411193596347310089,tomaawroblewski,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kalifornia kroliczkiem katastrofy klimatyzmu. Nawet Bloomberg przyznaje, że szaleńczy pęd do zielonej energii doprowadził do masowych wylączeń i awarii Klimatyści swoje, że to klimat,  ale jakoś dziwnie klimat nie powoduje wylączeń w sąsiednich stanach. https://t.co/fcQgFatabz",https://twitter.com/oleksleczka/status/1411416164207677443,Wed Apr 04 07:29:28 +0000 2012,544922699,false,Tylko prawa strona. Łatwiej kijek pocienkować niż go potem pogrubasić.,424,36,314,0,,Aleksander Ślęczka,oleksleczka,4175,,false
Sat Jul 03 21:00:19 +0000 2021,,,,0,1411429621267152897,,,,pl,,,1411337849274785792,2,1411366435536969730,Waldi99793949,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Żygać mi się chce jak widzę i słyszę tego fałszywca . Za jego władzy 2 mln młodych Polaków wyemigrowało za chlebem tak im pomógł  , tysiące firm zbankrutowało , sorry taki mamy klimat  , Amber Gold itp ,oj dostaniesz po dupie oszuście. https://t.co/9G4WKBLHeT",https://twitter.com/marianka_57/status/1411429621267152897,Sun Mar 13 11:17:15 +0000 2016,708975203322368001,false,,2142,75,69,4,,Marianka_57,marianka_57,11046,,false
